ISBN-13,Google Books ID,Reading List ID,Title,Subtitle,Authors,Page Count,Publication Date,Publisher,Description,Subjects,Language Code,Started Reading,Paused,Finished Reading,Did Not Finish,Current Page,Current Percentage,Rating,Notes,Lists
9781629725659,hbnyugEACAAJ,,A Case for The Book of Mormon,,"Callister, Tad R.",262,,Deseret Book,,,en,2020-03-23,,2020-04-19,,,,,,Religious (2)
9780765350381,jZAUqunfcZkC,,Mistborn,The Final Empire,"Sanderson, Brandon",196,,Macmillan,"From #1 New York Times bestselling author Brandon Sanderson, the Mistborn series is a heist story of political intrigue and magical, martial-arts action.

For a thousand years the ash fell and no flowers bloomed. For a thousand years the Skaa slaved in misery and lived in fear. For a thousand years the Lord Ruler, the ""Sliver of Infinity,"" reigned with absolute power and ultimate terror, divinely invincible. Then, when hope was so long lost that not even its memory remained, a terribly scarred, heart-broken half-Skaa rediscovered it in the depths of the Lord Ruler's most hellish prison. Kelsier ""snapped"" and found in himself the powers of a Mistborn. A brilliant thief and natural leader, he turned his talents to the ultimate caper, with the Lord Ruler himself as the mark.

Kelsier recruited the underworld's elite, the smartest and most trustworthy allomancers, each of whom shares one of his many powers, and all of whom relish a high-stakes challenge. Only then does he reveal his ultimate dream, not just the greatest heist in history, but the downfall of the divine despot.

But even with the best criminal crew ever assembled, Kel's plan looks more like the ultimate long shot, until luck brings a ragged girl named Vin into his life. Like him, she's a half-Skaa orphan, but she's lived a much harsher life. Vin has learned to expect betrayal from everyone she meets, and gotten it. She will have to learn to trust, if Kel is to help her master powers of which she never dreamed.

This saga dares to ask a simple question: What if the hero of prophecy fails?

Other Tor books by Brandon Sanderson

The Cosmere

The Stormlight Archive
The Way of Kings
Words of Radiance
Edgedancer (Novella)
Oathbringer

The Mistborn trilogy
Mistborn: The Final Empire
The Well of Ascension
The Hero of Ages

Mistborn: The Wax and Wayne series
Alloy of Law
Shadows of Self
Bands of Mourning

Collection
Arcanum Unbounded

Other Cosmere novels
Elantris
Warbreaker

The Alcatraz vs. the Evil Librarians series
Alcatraz vs. the Evil Librarians
The Scrivener's Bones
The Knights of Crystallia
The Shattered Lens
The Dark Talent

The Rithmatist series
The Rithmatist

Other books by Brandon Sanderson

The Reckoners
Steelheart
Firefight
Calamity",Action & Adventure; Epic; Fantasy; Fiction,en,2020-04-21,,2020-04-25,,,,,,Fiction (2)
9780300175097,_Kx5xVGuLRIC,,The Theory that Would Not Die,"How Bayes' Rule Cracked the Enigma Code, Hunted Down Russian Submarines, & Emerged Triumphant from Two Centuries of Controversy","McGrayne, Sharon Bertsch",288,,Yale University Press,"Bayes rule appears to be a straightforward, one-line theorem: by updating our initial beliefs with objective new information, we get a new and improved belief. To its adherents, it is an elegant statement about learning from experience. To its opponents, it is subjectivity run amok. In the first-ever account of Bayes' rule for general readers, Sharon Bertsch McGrayne explores this controversial theorem and the human obsessions surrounding it. She traces its discovery by an amateur mathematician in the 1740s through its development into roughly its modern form by French scientist Pierre Simon Laplace. She reveals why respected statisticians rendered it professionally taboo for 150 years at the same time that practitioners relied on it to solve crises involving great uncertainty and scanty information, even breaking Germany's Enigma code during World War II, and explains how the advent of off-the-shelf computer technology in the 1980s proved to be a game-changer. Today, Bayes' rule is used everywhere from DNA de-coding to Homeland Security.Drawing on primary source material and interviews with statisticians and other scientists, The Theory That Would Not Die is the riveting account of how a seemingly simple theorem ignited one of the greatest controversies of all time.",Bayesian Analysis; History; History & Philosophy; Mathematics; Probability & Statistics; Science,en,2020-04-25,,2020-04-29,,,,,,Statistics and Data Science (15)
9781429961813,Y-41Q9zk32kC,,The Well of Ascension,Book Two of Mistborn,"Sanderson, Brandon",592,,Tom Doherty Associates,"From #1 New York Times bestselling author Brandon Sanderson, the Mistborn series is a heist story of political intrigue and magical, martial-arts action.

The impossible has been accomplished. The Lord Ruler -- the man who claimed to be god incarnate and brutally ruled the world for a thousand years -- has been vanquished. But Kelsier, the hero who masterminded that triumph, is dead too, and now the awesome task of building a new world has been left to his young protégé, Vin, the former street urchin who is now the most powerful Mistborn in the land, and to the idealistic young nobleman she loves.

As Kelsier's protégé and slayer of the Lord Ruler she is now venerated by a budding new religion, a distinction that makes her intensely uncomfortable. Even more worrying, the mists have begun behaving strangely since the Lord Ruler died, and seem to harbor a strange vaporous entity that haunts her.

Stopping assassins may keep Vin's Mistborn skills sharp, but it's the least of her problems. Luthadel, the largest city of the former empire, doesn't run itself, and Vin and the other members of Kelsier's crew, who lead the revolution, must learn a whole new set of practical and political skills to help. It certainly won't get easier with three armies – one of them composed of ferocious giants – now vying to conquer the city, and no sign of the Lord Ruler's hidden cache of atium, the rarest and most powerful allomantic metal.

As the siege of Luthadel tightens, an ancient legend seems to offer a glimmer of hope. But even if it really exists, no one knows where to find the Well of Ascension or what manner of power it bestows.

Other Tor books by Brandon Sanderson

The Cosmere

The Stormlight Archive
The Way of Kings
Words of Radiance
Edgedancer (Novella)
Oathbringer

The Mistborn trilogy
Mistborn: The Final Empire
The Well of Ascension
The Hero of Ages

Mistborn: The Wax and Wayne series
Alloy of Law
Shadows of Self
Bands of Mourning

Collection
Arcanum Unbounded

Other Cosmere novels
Elantris
Warbreaker

The Alcatraz vs. the Evil Librarians series
Alcatraz vs. the Evil Librarians
The Scrivener's Bones
The Knights of Crystallia
The Shattered Lens
The Dark Talent

The Rithmatist series
The Rithmatist

Other books by Brandon Sanderson

The Reckoners
Steelheart
Firefight
Calamity

At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",Action & Adventure; Epic; Fantasy; Fiction,en,2020-04-29,,2020-05-12,,,,,,Fiction (14)
9780765356147,qtGvAwAAQBAJ,,The Hero of Ages,Book Three of Mistborn,"Sanderson, Brandon",760,,Macmillan,"From #1 New York Times bestselling author Brandon Sanderson, the Mistborn series is a heist story of political intrigue and magical, martial-arts action.

Who is the Hero of Ages?

To end the Final Empire and restore freedom, Vin killed the Lord Ruler. But as a result, the Deepness--the lethal form of the ubiquitous mists--is back, along with increasingly heavy ashfalls and ever more powerful earthquakes. Humanity appears to be doomed.

Having escaped death at the climax of The Well of Ascension only by becoming a Mistborn himself, Emperor Elend Venture hopes to find clues left behind by the Lord Ruler that will allow him to save the world. Vin is consumed with guilt at having been tricked into releasing the mystic force known as Ruin from the Well. Ruin wants to end the world, and its near omniscience and ability to warp reality make stopping it seem impossible. She can't even discuss it with Elend lest Ruin learn their plans!

Other Tor books by Brandon Sanderson

The Cosmere

The Stormlight Archive
The Way of Kings
Words of Radiance
Edgedancer (Novella)
Oathbringer 

The Mistborn trilogy
Mistborn: The Final Empire
The Well of Ascension
The Hero of Ages

Mistborn: The Wax and Wayne series
Alloy of Law
Shadows of Self
Bands of Mourning

Collection
Arcanum Unbounded

Other Cosmere novels
Elantris
Warbreaker

The Alcatraz vs. the Evil Librarians series
Alcatraz vs. the Evil Librarians
The Scrivener's Bones
The Knights of Crystallia
The Shattered Lens
The Dark Talent

The Rithmatist series
The Rithmatist

Other books by Brandon Sanderson

The Reckoners
Steelheart
Firefight
Calamity",Action & Adventure; Epic; FICTION; Fantasy; Fiction,en,2020-05-10,,2020-05-16,,,,,,Fiction (13)
9781400064168,YFuNDQAAQBAJ,,Unbroken,"A World War II Story of Survival, Resilience, and Redemption","Hillenbrand, Laura",473,,Random House,"#1 NEW YORK TIMES BESTSELLER • NOW A MAJOR MOTION PICTURE • Hailed as the top nonfiction book of the year by Time magazine • Winner of theLos Angeles Times Book Prize for biography and the Indies Choice Adult Nonfiction Book of the Year award

On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood. Then, on the ocean surface, a face appeared. It was that of a young lieutenant, the plane's bombardier, who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War.

The lieutenant's name was Louis Zamperini. In boyhood, he'd been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails. As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown.

Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater. Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion. His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will.

In her long-awaited new book, Laura Hillenbrand writes with the same rich and vivid narrative voice she displayed inSeabiscuit. Telling an unforgettable story of a man's journey into extremity,Unbroken is a testament to the resilience of the human mind, body, and spirit.

Praise for Unbroken

“Extraordinarily moving . . . a powerfully drawn survival epic.”—The Wall Street Journal

“[A] one-in-a-billion story . . . designed to wrench from self-respecting critics all the blurby adjectives we normally try to avoid: It is amazing, unforgettable, gripping, harrowing, chilling, and inspiring.”—New York

“Staggering . . . mesmerizing . . . Hillenbrand's writing is so ferociously cinematic, the events she describes so incredible, you don't dare take your eyes off the page.”—People

“A meticulous, soaring and beautifully written account of an extraordinary life.”—The Washington Post

“Ambitious and powerful . . . a startling narrative and an inspirational book.”—The New York Times Book Review

“Marvelous . . . Unbroken is wonderful twice over, for the tale it tells and for the way it's told. . . . It manages maximum velocity with no loss of subtlety.”—Newsweek

“Moving and, yes, inspirational . . . [Laura] Hillenbrand's unforgettable book . . . deserve[s] pride of place alongside the best works of literature that chart the complications and the hard-won triumphs of so-called ordinary Americans and their extraordinary time.”—Maureen Corrigan, Fresh Air

“Hillenbrand . . . tells [this] story with cool elegance but at a thrilling sprinter's pace.”—Time

“Unbroken is too much book to hope for: a hellride of a story in the grip of the one writer who can handle it.”—Christopher McDougall, author ofBorn to Run",Biography & Autobiography; History; Military; United States; World War II,en,2020-05-16,,2020-05-30,,,,,,Historical (2)
9780441013593,B1hSG45JCX4C,,Dune,,"Herbert, Frank",528,,Penguin,"Here is the novel that will be forever considered a triumph of the imagination. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, who would become the mysterious man known as Muad'Dib. He would avenge the traitorous plot against his noble family--and would bring to fruition humankind's most ancient and unattainable dream.

A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what it undoubtedly the grandest epic in science fiction.",Action & Adventure; Fiction; Science Fiction,en,2020-05-31,,2020-06-06,,,,,,Fiction (12)
,YljRDwAAQBAJ,,"The Lion, the Witch, and the Wardrobe",,"Lewis, C.S.",101,,"Wyatt North Publishing, LLC","C. S. Lewis was a British author, lay theologian, and contemporary of J.R.R. Tolkien.  The Lion, the Witch, and the Wardrobe  is the first book in The Chronicles of Narnia.",Classics; Fiction,en,2020-06-07,,2020-06-07,,,,,,Fiction (11)
9780593098233,uryWDwAAQBAJ,,Dune Messiah,,"Herbert, Frank",352,,Penguin,"Book Two in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All Time

Dune Messiah continues the story of Paul Atreides, better known--and feared--as the man christened Muad'Dib. As Emperor of the known universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremen, Paul faces the enmity of the political houses he displaced when he assumed the throne--and a conspiracy conducted within his own sphere of influence.

And even as House Atreides begins to crumble around him from the machinations of his enemies, the true threat to Paul comes to his lover, Chani, and the unborn heir to his family's dynasty...",Classics; Epic; Fantasy; Fiction; Science Fiction; Space Opera,en,2020-06-10,,2020-06-14,,,,,,Fiction (10)
9781524763718,DbiWDwAAQBAJ,,Rockonomics,A Backstage Tour of what the Music Industry Can Teach Us about Economics and Life,"Krueger, Alan B.",336,,Currency,"Alan Krueger, a former chairman of the president's Council of Economic Advisers, uses the music industry, from superstar artists to music executives, from managers to promoters, as a way in to explain key principles of economics, and the forces shaping our economic lives.

The music industry is a leading indicator of today's economy; it is among the first to be disrupted by the latest wave of technology, and examining the ins and outs of how musicians create and sell new songs and plan concert tours offers valuable lessons for what is in store for businesses and employees in other industries that are struggling to adapt.

Drawing on interviews with leading band members, music executives, managers, promoters, and using the latest data on revenues, royalties, streaming tour dates, and merchandise sales, Rockonomics takes readers backstage to show how the music industry really works--who makes money and how much, and how the economics of the music industry has undergone a radical transformation during recent decades.

Before digitalization and the ability to stream music over the Internet, rock stars made much of their income from record sales. Today, income from selling songs has plummeted, even for superstars like James Taylor and Taylor Swift. The real money nowadays is derived from concert sales. In 2017, for example, Billy Joel earned $27.4 million from his live performances, and less than $2 million from record sales and streaming. Even Paul McCartney, who has written and recorded more number one songs than anyone in music history, today, earns 80 percent of his income from live concerts. Krueger tackles commonly asked questions: How does a song become popular? And how does a new artist break out in today's winner-take-all economy? How can musicians and everyday workers earn a living in the digital economy?",History & Criticism; MUSIC,en,2020-06-25,,2020-10-07,,,,,,Other (9)
9780060752613,QFdUX7xFpZ0C,,intelligent investor,The Classic Text on Value Investing,"Graham, Benjamin",304,,Harper Collins,"More than one million hardcovers sold
Now available for the first time in paperback!

The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions

The greatest investment advisor of the twentieth century, Benjamin Graham taught and inspired people worldwide. Graham's philosophy of ""value investing"" -- which shields investors from substantial error and teaches them to develop long-term strategies -- has made The Intelligent Investor the stock market bible ever since its original publication in 1949.

Over the years, market developments have proven the wisdom of Graham's strategies. While preserving the integrity of Graham's original text, this revised edition includes updated commentary by noted financial journalist Jason Zweig, whose perspective incorporates the realities of today's market, draws parallels between Graham's examples and today's financial headlines, and gives readers a more thorough understanding of how to apply Graham's principles.

Vital and indispensable, this HarperBusiness Essentials edition of The Intelligent Investor is the most important book you will ever read on how to reach your financial goals.",Business & Economics; Finance; Investing; Investments & Securities; Personal Finance,en,2020-12-26,,2020-12-31,,,,,,Investing (2)
9780316005043,VKGbb1hg8JAC,,Blink,The Power of Thinking Without Thinking,"Gladwell, Malcolm",320,,"Little, Brown","The landmark book that has revolutionized the way we understand leadership and decision making -- from #1 bestselling author Malcolm Gladwell.

In his breakthrough bestseller The Tipping Point, Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within.
Blink is a book about how we think without thinking, about choices that seem to be made in an instant--in the blink of an eye--that actually aren't as simple as they seem. Why are some people brilliant decision makers, while others are consistently inept? Why do some people follow their instincts and win, while others end up stumbling into error? How do our brains really work--in the office, in the classroom, in the kitchen, and in the bedroom? And why are the best decisions often those that are impossible to explain to others?
In Blink we meet the psychologist who has learned to predict whether a marriage will last, based on a few minutes of observing a couple; the tennis coach who knows when a player will double-fault before the racket even makes contact with the ball; the antiquities experts who recognize a fake at a glance. Here, too, are great failures of ""blink"": the election of Warren Harding; ""New Coke""; and the shooting of Amadou Diallo by police.
Blink reveals that great decision makers aren't those who process the most information or spend the most time deliberating, but those who have perfected the art of ""thin-slicing""--filtering the very few factors that matter from an overwhelming number of variables.",Business & Economics; Communication & Social Skills; Decision-Making & Problem Solving; Psychology; Self-Help; Social Psychology,en,2021-01-01,,2021-01-01,,,,,,Scientific (8)
9780141903491,ialrgIT41OAC,,Outliers,The Story of Success,"Gladwell, Malcolm",320,,Penguin UK,"From the bestselling author of Blink and The Tipping Point, Malcolm Gladwell's Outliers: The Story of Success overturns conventional wisdom about genius to show us what makes an ordinary person an extreme overachiever.

Why do some people achieve so much more than others? Can they lie so far out of the ordinary?

In this provocative and inspiring book, Malcolm Gladwell looks at everyone from rock stars to professional athletes, software billionaires to scientific geniuses, to show that the story of success is far more surprising, and far more fascinating, than we could ever have imagined.

He reveals that it's as much about where we're from and what we do, as who we are - and that no one, not even a genius, ever makes it alone.

Outliers will change the way you think about your own life story, and about what makes us all unique.

'Gladwell is not only a brilliant storyteller; he can see what those stories tell us, the lessons they contain' Guardian

'Malcolm Gladwell is a global phenomenon ... he has a genius for making everything he writes seem like an impossible adventure' Observer

'He is the best kind of writer - the kind who makes you feel like you're a genius, rather than he's a genius' The Times",Applied Psychology; Personal Growth; Psychology; Self-Help; Social Psychology; Social Science; Sociology; Success,en,2021-01-01,,2021-01-02,,,,,,Scientific (7)
9780310211778,TgzgTsPKbjAC,,The Act of Marriage,The Beauty of Sexual Love,"LaHaye, Tim; LaHaye, Beverly",304,,Zondervan,"OVER 2.5 MILLION COPIES IN PRINT

Discover the secrets to new joy and sexual fulfillment in marriage that have helped millions of Christian couples maximize their intimacy.

Here are the insights into your spouse's body, psychosexual makeup, and need for tender, unselfish affection that can help you discover new depths of intimacy. It's the perfect book for:

Engaged couples and newlyweds who want to make lovemaking a joy from the startCouples who have been married for years and want to maintain the flame or rekindle the embersEvery husband or wife who wants to be a better lover

The Act of Marriage enriches you and your spouse's physical relationship by offering biblical principles, goals, guidelines, and charts that cover an array of vital topics, such as:

The sanctity of sexWhat sex means to a womanWhat sex means to a manThe art of lovemakingSane family planningPractical answers to common sex questionsAnd more!

Plus, this updated and expanded edition features sections that discuss ""sex after sixty"" and five reasons why God created sex, all supported by the very latest findings in the fields of medicine and sociology.",Family & Relationships; Marriage & Long-Term Relationships,en,2020-10-01,,2020-12-13,,,,,,Other (2)
9780316129084,1VdJlwEACAAJ,,Leviathan Wakes,,"Corey, James S.A.",592,,Orbit,"The first book in the landmark Expanse series, now a major television series.
 Leviathan Wakes is James S. A. Corey's first novel in the epic, New York Times bestselling series the Expanse, a modern masterwork of science fiction where humanity has colonized the solar system.

Two hundred years after migrating into space, mankind is in turmoil. When a reluctant ship's captain and washed-up detective find themselves involved in the case of a missing girl, what they discover brings our solar system to the brink of civil war, and exposes the greatest conspiracy in human history.

Leviathan Wakes is the breakneck science fiction adventure that launched the epic bestselling Expanse series. 
The ExpanseLeviathan WakesCaliban's WarAbaddon's GateCibola BurnNemesis GamesBabylon's AshesPersepolis Rising
The Expanse Short FictionThe Butcher of Anderson StationGods of RiskThe ChurnThe Vital Abyss",Action & Adventure; Fiction; Hard Science Fiction; Science Fiction; Space Opera,en,2021-01-03,,2021-01-07,,,,,,Fiction (6)
9780316129060,_zkEywAACAAJ,,Caliban's War,,"Corey, James S. A.",624,,Orbit,"The second book in the NYT bestselling Expanse series, Caliban's War shows a solar system on the brink of war, and the only hope of peace rests on James Holden and the crew of the Rocinante's shoulders. Now a Prime Original series.

We are not alone.

On Ganymede, breadbasket of the outer planets, a Martian marine watches as her platoon is slaughtered by a monstrous supersoldier. On Earth, a high-level politician struggles to prevent interplanetary war from reigniting. And on Venus, an alien protomolecule has overrun the planet, wreaking massive, mysterious changes and threatening to spread out into the solar system.

In the vast wilderness of space, James Holden and the crew of the Rocinante have been keeping the peace for the Outer Planets Alliance. When they agree to help a scientist search war-torn Ganymede for a missing child, the future of humanity rests on whether a single ship can prevent an alien invasion that may have already begun . . .

Caliban's War is a breakneck science fiction adventure following the critically acclaimed Leviathan Wakes. 

The Expanse Leviathan WakesCaliban's WarAbaddon's GateCibola BurnNemesis GamesBabylon's AshesPersepolis RisingTiamat's Wrath

The Expanse Short Fiction The Butcher of Anderson StationGods of RiskThe ChurnThe Vital AbyssStrange Dogs",Action & Adventure; Fiction; Science Fiction; Space Opera,en,2021-01-08,,2021-01-12,,,,,,Fiction (5)
